title,url,lang
sao_luis,https://zh.wikipedia.org/wiki/%E5%9C%A3%E8%B7%AF%E6%98%93%E6%96%AF_(%E9%A9%AC%E6%8B%89%E5%B0%BC%E6%98%82%E5%B7%9E),zh
sao_luis,https://fr.wikipedia.org/wiki/S%C3%A3o_Lu%C3%ADs_(Maranh%C3%A3o),fr
teresina,https://pt.wikipedia.org/wiki/Teresina,pt
teresina,https://en.wikipedia.org/wiki/Teresina,en
teresina,https://es.wikipedia.org/wiki/Teresina,es
teresina,https://de.wikipedia.org/wiki/Teresina,de
teresina,https://it.wikipedia.org/wiki/Teresina,it
teresina,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B5%D0%B7%D0%B8%D0%BD%D0%B0,ru
teresina,https://zh.wikipedia.org/wiki/%E7%89%B9%E9%9B%B7%E8%A5%BF%E7%B4%8D,zh
teresina,https://fr.wikipedia.org/wiki/Teresina,fr
rio_de_janeiro,https://pt.wikipedia.org/wiki/Rio_de_Janeiro,pt
rio_de_janeiro,https://en.wikipedia.org/wiki/Rio_de_Janeiro,en
rio_de_janeiro,https://es.wikipedia.org/wiki/R%C3%ADo_de_Janeiro,es
rio_de_janeiro,https://de.wikipedia.org/wiki/Rio_de_Janeiro,de
rio_de_janeiro,https://it.wikipedia.org/wiki/Rio_de_Janeiro,it
rio_de_janeiro,https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D0%BE-%D0%B4%D0%B5-%D0%96%D0%B0%D0%BD%D0%B5%D0%B9%D1%80%D0%BE,ru
rio_de_janeiro,https://zh.wikipedia.org/wiki/%E9%87%8C%E7%BA%A6%E7%83%AD%E5%86%85%E5%8D%A2,zh
rio_de_janeiro,https://fr.wikipedia.org/wiki/Rio_de_Janeiro,fr
sao_paulo,https://pt.wikipedia.org/wiki/S%C3%A3o_Paulo,pt
sao_paulo,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo,en
sao_paulo,https://es.wikipedia.org/wiki/S%C3%A3o_Paulo,es
sao_paulo,https://de.wikipedia.org/wiki/S%C3%A3o_Paulo,de
sao_paulo,https://it.wikipedia.org/wiki/San_Paolo_(Brasile),it
sao_paulo,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD-%D0%9F%D0%B0%D1%83%D0%BB%D1%83,ru
sao_paulo,https://zh.wikipedia.org/wiki/%E8%81%96%E4%BF%9D%E7%BE%85_(%E5%B7%B4%E8%A5%BF),zh
sao_paulo,https://fr.wikipedia.org/wiki/S%C3%A3o_Paulo,fr
belo_horizonte,https://pt.wikipedia.org/wiki/Belo_Horizonte,pt
belo_horizonte,https://en.wikipedia.org/wiki/Belo_Horizonte,en
belo_horizonte,https://es.wikipedia.org/wiki/Belo_Horizonte,es
belo_horizonte,https://de.wikipedia.org/wiki/Belo_Horizonte,de
belo_horizonte,https://it.wikipedia.org/wiki/Belo_Horizonte,it
belo_horizonte,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%83-%D0%9E%D1%80%D0%B8%D0%B7%D0%BE%D0%BD%D1%82%D0%B8,ru
belo_horizonte,https://zh.wikipedia.org/wiki/%E8%B4%9D%E6%B4%9B%E5%A5%A5%E9%87%8C%E8%97%8F%E7%89%B9,zh
belo_horizonte,https://fr.wikipedia.org/wiki/Belo_Horizonte,fr
vitoria,https://pt.wikipedia.org/wiki/Vit%C3%B3ria_(Esp%C3%ADrito_Santo),pt
vitoria,https://en.wikipedia.org/wiki/Vit%C3%B3ria%2C_Esp%C3%ADrito_Santo,en
vitoria,https://es.wikipedia.org/wiki/Vit%C3%B3ria_(Brasil),es
vitoria,https://de.wikipedia.org/wiki/Vit%C3%B3ria,de
vitoria,https://it.wikipedia.org/wiki/Vit%C3%B3ria,it
vitoria,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D1%8F_(%D0%91%D1%80%D0%B0%D0%B7%D0%B8%D0%BB%D0%B8%D1%8F),ru
vitoria,https://zh.wikipedia.org/wiki/%E7%BB%B4%E5%A4%9A%E5%88%A9%E4%BA%9A_(%E5%B7%B4%E8%A5%BF),zh
vitoria,https://fr.wikipedia.org/wiki/Vit%C3%B3ria_(Esp%C3%ADrito_Santo),fr
curitiba,https://pt.wikipedia.org/wiki/Curitiba,pt
curitiba,https://en.wikipedia.org/wiki/Curitiba,en
